0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,id,label,name,DSC_4595.JPG,DSCN9127.jpg,DSCN2551.jpg,DSC_3650.JPG,Immagine 031.jpg
8.52472,3.81087,6.39026,-1.442549,-2.1593966,-1.2261972,-1.1805878,-0.66744566,-2.0418677,-2.079475,-1.7595584,-1.5227753,-1.3044142,-1.6374389,-2.0310116,-2.2349706,-1.0271174,-1.106358,-2.1976576,-1.1891559,-1.1791278,-1.3503915,-1.2290516,-0.80013895,-1.0150709,-1.3751669,-1.977515,-1.5633974,-1.1821003,-1.2209219,-0.30332604,-1.2128408,-1.1728415,-1.1379735,-1.4937408,-0.927736,-2.161933,-1.4107178,-0.9792867,-1.8579981,-1.640358,-1.2269124,-1.8871207,-1.9725463,-3.1607008,-1.0180243,-0.7972552,-0.97066677,-1.5654824,-2.014547,-1.1432503,-0.091202274,-1.4522682,-0.64923495,-1.7567198,-1.8323865,-1.4692023,-1.7169397,-1.2290026,-1.0236022,-2.063632,-1.3781366,-1.5742009,-1.6920769,2015,2,Immagine 010.jpg,4.0,6.0,8.0,3.0,0.0
4.267615,6.228635,10.332484,-1.6848072,-1.7208995,-1.0666187,-1.6973579,-1.4644431,-2.3138137,-1.5842978,-2.0488067,-1.8073022,-0.9207609,-1.9102361,-1.8126845,-1.2663957,-1.5261253,-0.947118,-2.2121615,-1.6133244,-1.2192687,-1.0434003,-1.3697189,-1.6271161,-1.1960446,-1.2990923,-2.2133732,-1.93224,-1.749684,-1.9218935,-0.51695573,-1.3193864,-1.0028627,-1.4059863,-1.4812099,-0.8908995,-2.1976712,-2.6576293,-1.5082958,-1.0861816,-2.0908933,-1.2858858,-0.84593123,-1.6924348,-2.5346904,-1.275177,-1.5134076,-1.5729364,-1.4588678,-1.482202,-1.072035,-0.52412736,-2.1922474,-0.2819852,-1.844599,-1.6530007,-1.1106896,-2.2512019,-1.8632311,-0.83341473,-2.6419027,-1.3479815,-1.7750214,-1.5776074,1820,2,DSC_7807.JPG,5.0,0.0,0.0,1.0,0.0
5.1411815,5.4384418,10.239589,-1.9196135,-1.9414102,-0.93034357,-1.4117842,-1.2522216,-2.3383942,-1.9032434,-1.9455012,-1.8227923,-1.0835268,-1.7229204,-1.9675297,-1.4639102,-1.4402655,-1.1487516,-2.1627033,-1.321355,-1.1655124,-1.1286063,-1.0461533,-1.3385649,-1.1217897,-1.570452,-2.180195,-1.759352,-1.6811225,-1.8256345,-0.45990595,-1.1081351,-1.191314,-1.4890316,-1.2239016,-1.0478468,-2.0699704,-2.1344283,-1.6389489,-1.4056062,-2.147584,-1.6113137,-1.2950943,-1.7447188,-2.54049,-1.3426483,-1.290793,-1.5991803,-1.4265802,-1.682948,-1.0341355,-0.13948889,-1.8263528,-0.2707882,-1.9735359,-1.7479616,-1.4754925,-1.9545821,-1.7263917,-0.71417105,-2.663393,-1.3271407,-1.4950786,-1.6099917,1992,2,DSC_3261.JPG,10.0,0.0,1.0,3.0,0.0
3.6784413,8.343526,7.9681797,-1.3946973,-1.4950006,-1.7921576,-1.8462021,-1.2370403,-2.2307706,-1.7758396,-1.8899132,-1.2655383,-0.96006465,-1.9538369,-1.6454104,-1.5192597,-1.5348021,-0.9584724,-1.795734,-1.3522218,-1.027155,-1.0131152,-1.6812632,-1.6369467,-0.8363213,-1.0636461,-1.988602,-1.6968294,-1.8586181,-2.3012698,-0.21558318,-0.9192007,-1.8381703,-1.3648349,-1.15328,-1.0844513,-2.3824239,-2.0032961,-1.2080415,-1.345369,-1.7068546,-1.5454779,-0.8572028,-1.5580119,-2.090331,-1.1577173,-1.1395211,-1.2938701,-1.1032392,-1.2041082,-1.2556081,-0.78502387,-1.8678181,-0.51744306,-1.3829678,-1.2908081,-0.8464478,-1.8987162,-1.4310639,-0.89949954,-1.9181448,-1.2019016,-1.5281612,-1.4468212,2140,2,28-05-2008 016.jpg,11.0,4.0,0.0,10.0,1.0
6.96656,3.44915,9.93168,-1.7317667,-2.3422537,-0.6690196,-1.3133051,-1.1760224,-2.5291748,-1.776446,-1.8344069,-1.7152513,-1.1563803,-1.541832,-2.3287146,-1.7359293,-1.3560236,-0.77557147,-2.5449877,-1.3582695,-0.9976729,-1.1975846,-1.3048159,-1.1128014,-1.3250998,-1.6867665,-2.3712797,-1.6882191,-1.8696775,-1.6296864,-0.46014652,-1.4561689,-1.3772527,-1.5098376,-1.4694963,-1.086624,-2.1621287,-1.8797145,-1.6865344,-1.8343487,-1.9491472,-1.507839,-1.3194829,-1.3746266,-3.0899286,-1.2811011,-1.5722255,-1.693752,-1.3361782,-1.9127095,-1.0133157,-0.056466024,-1.8545434,-0.7039174,-2.173113,-1.9977797,-1.1911329,-2.0993688,-1.9618968,-1.2032154,-2.3764951,-1.5239494,-1.6447644,-1.6521646,2051,2,Immagine 096.jpg,7.0,0.0,0.0,3.0,0.0
5.533254,4.184593,7.9258027,-1.3824756,-1.916777,-0.83074355,-1.2911214,-1.311112,-2.114553,-1.6364156,-1.5478393,-1.9303683,-0.88653326,-1.8851006,-1.9958874,-1.4588697,-1.2028884,-0.9414252,-2.281854,-1.1681156,-1.5268075,-1.2844875,-1.1001153,-1.1192118,-1.0663916,-1.257344,-1.8156538,-1.4756205,-1.3677517,-1.5242687,-0.17574361,-1.1712581,-0.9517332,-1.1298382,-1.5408851,-0.6787511,-1.7270908,-2.0852034,-1.3016479,-1.2373308,-1.6340013,-1.1876374,-1.3617847,-1.7540488,-2.1784985,-1.2059515,-0.97693163,-1.3630215,-1.2496992,-1.4915351,-0.8856403,-0.24815983,-1.6088718,-0.5851666,-1.5711489,-1.5161022,-1.2143893,-1.8229603,-1.4234173,-0.5712215,-2.1947992,-0.9183269,-1.436068,-1.5629464,1835,2,Immagine 247.jpg,10.0,0.0,0.0,2.0,0.0
4.9690847,5.681561,10.420723,-1.6161219,-1.9535629,-1.2225534,-1.5839559,-1.4743456,-2.40895,-1.8280442,-2.0665462,-2.034356,-1.0094802,-1.9247584,-2.1267157,-1.3718046,-1.3209051,-1.0497843,-2.367453,-1.5862557,-1.2544278,-0.9856816,-1.5181141,-1.51772,-1.279499,-1.4981534,-2.197937,-1.8053875,-1.9061348,-2.1205359,-0.33110029,-1.3106629,-1.4204866,-1.4878849,-1.5972444,-0.84423333,-2.3466535,-2.342121,-1.3952464,-1.319506,-1.9972252,-1.5134557,-1.0597816,-1.6646317,-2.79962,-1.4422237,-1.4823662,-1.4624996,-1.1579107,-1.7140486,-1.1801583,-0.3305798,-2.1436906,-0.5504061,-1.8564042,-1.5514566,-1.1858433,-2.1516821,-1.9019594,-0.72688884,-2.4719892,-1.2503557,-1.6974454,-1.52686,1695,2,3ac3a26a6d56e997d744e2cdfbbe9737.jpg,0.0,0.0,11.0,1.0,0.0
9.691027,3.71646,6.066987,-1.6476017,-2.4105332,-1.0122715,-1.1759216,-0.797015,-2.0665162,-2.5997298,-1.6898369,-1.5999297,-1.6152976,-1.2551221,-2.1320589,-2.611709,-1.498034,-1.1750234,-2.6424165,-1.113052,-1.3958901,-1.6448587,-1.5251713,-0.5380487,-1.059882,-1.7030367,-2.2518606,-1.632783,-1.4452063,-1.4712443,-0.26348743,-1.4344983,-1.591555,-1.1212871,-1.7926944,-1.0499327,-2.3749335,-1.4128585,-1.6963166,-2.2057517,-1.5861262,-1.5241979,-1.72393,-1.7942977,-3.3109264,-1.0714445,-0.8491322,-1.3075613,-1.6493937,-2.1933644,-1.1361024,-0.36021796,-1.5965992,-0.71246177,-1.822974,-1.958105,-1.2342371,-2.1186736,-1.6112761,-1.0231102,-2.39109,-1.1629832,-1.9171371,-1.7242105,1630,2,9f8725243c3b743653350c60f64fb51b.JPG,0.0,0.0,0.0,5.0,0.0
5.2609267,5.841797,9.012047,-1.4007068,-1.8858463,-0.8633037,-1.5999507,-1.6519476,-2.1945355,-1.782145,-2.2852077,-2.1409197,-0.8390686,-1.8010329,-1.9205468,-1.4655083,-1.2738295,-1.1260054,-2.1301029,-1.3565485,-1.1310939,-1.3686796,-1.4637512,-1.2952814,-1.2395849,-1.6477343,-2.1454208,-1.7577428,-1.7296866,-1.752292,-0.043148164,-1.0487447,-1.3375783,-0.99655545,-1.6706997,-0.95421225,-1.8823273,-2.305899,-1.4944516,-1.0950761,-1.7717301,-1.4141562,-1.2461774,-1.7520386,-2.6436372,-1.4939998,-1.3196647,-1.2952094,-1.4038833,-1.8456284,-1.2364819,-0.10113186,-1.9723119,-0.5910639,-1.447805,-1.880708,-0.96226573,-2.0643926,-1.5481453,-0.7386968,-2.416531,-1.1765157,-1.5218803,-1.5462334,1994,2,DSCN4287.jpg,0.0,10.0,12.0,0.0,0.0
4.2792263,5.812985,9.538573,-1.7119621,-1.8005729,-1.0944972,-1.4135103,-1.2270969,-2.1512182,-1.7539102,-1.8861796,-1.6060886,-0.96867293,-1.7240673,-2.052836,-1.2755284,-1.2165833,-1.4038682,-2.1360633,-1.2852311,-1.1821345,-1.2643962,-0.87812406,-1.3824756,-1.212976,-1.2451189,-1.809727,-1.7873424,-1.6446269,-1.8033665,-0.5226131,-0.79523194,-1.28688,-1.3679945,-1.0622389,-1.0920615,-2.0334473,-1.9805344,-1.4118022,-1.5279349,-1.975414,-1.3789575,-1.2101552,-1.8710403,-2.5557501,-1.3553046,-1.2705142,-1.3732011,-1.2259521,-1.5140159,-1.1798565,-0.34254178,-1.7815055,-0.49926633,-1.7238663,-1.7476547,-1.243243,-1.698434,-1.5640101,-0.8356635,-2.2193542,-1.283883,-1.5070306,-1.2904651,2189,2,DSC_8691.JPG,5.0,0.0,0.0,3.0,0.0
